respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118184251955,11/23/2022 2:23:10 PM,11/23/2022 2:24:50 PM,No - we don’t use dbt Core or dbt Cloud,1-2 years,Analytics Engineer,$301k+,Europe,Financial Services,"5,001 – 10,000",21-50%,21-50%,,,Build / analyze reports & dashboards,,,,Somewhat badly,Somewhat badly,Very well,Very well,Very well,Very well,Very well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly agree,Strongly agree,,,,Increased open headcount,,,,,No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Increasing investment,Increasing investment,Increasing investment,,,,Transformations are too time-consuming to build and update,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184251546,11/23/2022 2:20:44 PM,11/23/2022 2:24:11 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Government or Military,101-500,6-10%,6-10%,,,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,N/A - not relevant for my org,Somewhat well,Somewhat badly,N/A - not relevant for my org,Very well,N/A - not relevant for my org,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat agree,,,Reduced budget for tooling (new or existing),,,Increased budget for tooling (new or existing),,,Not sure,No change (maintain current investment),No change (maintain current investment),Not sure,Increasing investment,No change (maintain current investment),Increasing investment,,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118184250488,11/23/2022 2:20:58 PM,11/23/2022 2:22:40 PM,Yes - we use dbt Core / open source,< 1 year,Data Analyst,Under $50k,Africa,Consulting / Professional Services,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very badly,Very badly,,,,,,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly disagree,Somewhat disagree,Reduced headcount (open or existing),,,,,,,,No change (no current investment),No change (no current investment),No change (no current investment),,,,,Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118184250126,11/23/2022 2:19:23 PM,11/23/2022 2:22:07 PM,Yes - we use dbt Core / open source,More than 2 years,Analytics Engineer,$101k to $150k,Middle East,Financial Services,"501-1,000",6-10%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",,,Build / use machine learning models,,,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat disagree,Reduced headcount (open or existing),,,Increased open headcount,,,,,No change (no current investment),No change (maintain current investment),Decreasing investment,No change (maintain current investment),No change (maintain current investment),Decreasing investment,No change (maintain current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184249557,11/23/2022 2:17:59 PM,11/23/2022 2:21:15 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,People Manager/Director - Data Analytics,$201k to $300k,North America,Technology / Software,101-500,Less than 1%,Less than 1%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very badly,Very badly,Very badly,Very badly,Somewhat badly,Very badly,Very badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat disagree,Somewhat disagree,,,,,,,No change,,No change (no current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,,,,Transformations are hard to locate and re-use.,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,,,Implementing best practices across all the different tools,
118184247214,11/23/2022 2:15:59 PM,11/23/2022 2:17:44 PM,Yes - we use dbt Core / open source,1-2 years,Data Scientist,$51k to $100k,Asia & Pacific,Consulting / Professional Services,101-500,Less than 1%,6-10%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very badly,Somewhat well,Very well,Very well,Somewhat well,Very well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat disagree,,Downgraded level / salary of open headcount,,,,,,,No change (no current investment),Decreasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,,
118184245211,11/23/2022 2:09:26 PM,11/23/2022 2:14:48 PM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Other,Under $50k,Asia & Pacific,Consulting / Professional Services,Less than 100,2-5%,2-5%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,No opinion,Somewhat disagree,,,,Increased open headcount,,,,,Not sure,No change (maintain current investment),Not sure,No change (no current investment),Increasing investment,Increasing investment,Increasing investment,,Input data is hard to collect in a consistent way,,,,,,,,,,,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118184241258,11/23/2022 2:06:52 PM,11/23/2022 2:08:50 PM,Yes - we use dbt Core / open source,More than 2 years,Sales Engineer/Solutions Engineer,$301k+,North America,Media / Entertainment,"10,001",51-100%,11-20%,,Build / maintain data sets to ease analysis,,Build / use machine learning models,Mentor / enable direct reports who do a combination of work described above,,Very badly,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly disagree,Strongly agree,,Downgraded level / salary of open headcount,Reduced budget for tooling (new or existing),Increased open headcount,Increased level / salary for open headcount,,,,No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),Decreasing investment,No change (maintain current investment),No change (maintain current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,Transformations are too time-consuming to build and update,Transformations are hard to locate and re-use.,,,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118184238378,11/23/2022 2:03:32 PM,11/23/2022 2:04:55 PM,Yes - we use dbt Core / open source,< 1 year,Data Analyst,$101k to $150k,Asia & Pacific,Other,101-500,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,Reduced headcount (open or existing),Downgraded level / salary of open headcount,,,,,,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118184236751,11/23/2022 2:01:45 PM,11/23/2022 2:02:55 PM,Yes - we use dbt Cloud,More than 2 years,Analytics Engineer,$151k to $200k,Middle East,Government or Military,"501-1,000",6-10%,6-10%,,,Build / analyze reports & dashboards,,,,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,No opinion,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),Decreasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184235902,11/23/2022 1:56:13 PM,11/23/2022 2:01:52 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Other,Less than 100,Less than 1%,Less than 1%,,,,,,Maintain one computer,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,,,,Only one employee,No opinion,No opinion,,,,,,,No change,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Not sure,,,,,,,,,None of the above,,,,,,,
118184232127,11/23/2022 1:48:20 PM,11/23/2022 1:56:04 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,North America,Other,Not sure,Less than 1%,Less than 1%,,,,,,N/A,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,,N/A,Not sure,,Somewhat agree,No opinion,,,,,,,No change,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,None of the above,,,,,,,N/A
118184230720,11/23/2022 1:50:17 PM,11/23/2022 1:53:48 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Prefer not to say,,Other,Not sure,Less than 1%,Less than 1%,,,,,,Retired,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,,I dictate what I do each day,Not sure,,No opinion,No opinion,,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,None of the above,,,,,,,Retired
118184230326,11/23/2022 1:45:08 PM,11/23/2022 1:53:06 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Manufacturing,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Somewhat badly,Very well,Very well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,No opinion,,,,,,,No change,,No change (no current investment),No change (maintain current investment),No change (no current investment),Not sure,No change (maintain current investment),No change (maintain current investment),Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,Data isn’t where business users need it to be to inform quick decisions,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118184228970,11/23/2022 1:48:07 PM,11/23/2022 1:50:51 PM,Yes - we use dbt Core / open source,More than 2 years,Data Engineer,$101k to $150k,North America,Education / Training,101-500,21-50%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Very badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,No opinion,No opinion,,Downgraded level / salary of open headcount,Reduced budget for tooling (new or existing),Increased open headcount,,,,,No change (no current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118184228309,11/23/2022 1:45:09 PM,11/23/2022 1:49:49 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Government or Military,101-500,2-5%,2-5%,,,,,,Maintain infrastructure,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Somewhat well,,no such teams,,no such teams,No opinion,No opinion,,,,,,,No change,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),,,,,,,,,None of the above,,,,,,,no idea
118184227159,11/23/2022 1:46:45 PM,11/23/2022 1:47:56 PM,Yes - we use dbt Core / open source,1-2 years,Software Engineer,$51k to $100k,Europe,Government or Military,"1,001 – 5,000",11-20%,21-50%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Very badly,N/A - not relevant for my org,Very well,Very well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat agree,,,,Increased open headcount,,,,,Decreasing investment,No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),Source data quality is poor,,,,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184225522,11/23/2022 1:38:35 PM,11/23/2022 1:45:24 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Engineer,$51k to $100k,North America,Other,101-500,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Very well,Very well,Somewhat well,Very well,Very well,Very well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Strongly agree,Reduced headcount (open or existing),,,,,,,,Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,,,,,,,,,None of the above,,,,,,Implementing best practices across all the different tools,
118184221671,11/23/2022 1:35:42 PM,11/23/2022 1:39:26 PM,Yes - we use dbt Core / open source,More than 2 years,Software Engineer,$151k to $200k,North America,Technology / Software,"1,001 – 5,000",21-50%,11-20%,,Build / maintain data sets to ease analysis,,Build / use machine learning models,,,Somewhat well,Somewhat badly,Very well,N/A - not relevant for my org,Somewhat well,Very well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat disagree,,Downgraded level / salary of open headcount,,,Increased level / salary for open headcount,Increased budget for tooling (new or existing),,,Decreasing investment,Increasing investment,Not sure,No change (maintain current investment),Decreasing investment,Increasing investment,Decreasing investment,,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118184219760,11/23/2022 1:33:21 PM,11/23/2022 1:36:31 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Under $50k,North America,Government or Military,Not sure,6-10%,6-10%,,,,,,I’m not an engineer,Somewhat badly,Very badly,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"SLA metrics (e.g. data uptime, throughput)",,Somewhat disagree,Somewhat disagree,,Downgraded level / salary of open headcount,,Increased open headcount,Increased level / salary for open headcount,,,,No change (maintain current investment),Increasing investment,Not sure,Decreasing investment,No change (no current investment),Increasing investment,No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118184219397,11/23/2022 1:33:55 PM,11/23/2022 1:35:57 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Under $50k,North America,Other,Less than 100,Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,,,,,Very well,,,,,,,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat disagree,,,Reduced budget for tooling (new or existing),,Increased level / salary for open headcount,,,,No change (no current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,Not sure,No change (no current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118184213372,11/23/2022 1:24:23 PM,11/23/2022 1:27:23 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Manufacturing,"1,001 – 5,000",2-5%,2-5%,,,Build / analyze reports & dashboards,,,,Somewhat well,Very well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat agree,,,Reduced budget for tooling (new or existing),,,,,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Not sure,Not sure,Not sure,Not sure,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184209166,11/23/2022 1:17:28 PM,11/23/2022 1:21:02 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Healthcare / Life Sciences,"10,001",11-20%,21-50%,,,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Very well,Very well,Somewhat well,Somewhat well,Very well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Not sure,,Somewhat agree,Strongly agree,Reduced headcount (open or existing),,,,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Not sure,Increasing investment,No change (maintain current investment),Increasing investment,,,,,,,,,None of the above,,,,,,Implementing best practices across all the different tools,
118184203303,11/23/2022 1:07:48 PM,11/23/2022 1:12:43 PM,Yes - we use dbt Core / open source,< 1 year,Other,Under $50k,North America,Education / Training,Less than 100,Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,,,,,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Strongly disagree,Somewhat agree,,Downgraded level / salary of open headcount,,,,,,,No change (no current investment),No change (no current investment),Decreasing investment,No change (no current investment),No change (no current investment),No change (no current investment),Decreasing investment,Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118184202144,11/23/2022 1:08:07 PM,11/23/2022 1:11:02 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,North America,Manufacturing,Less than 100,Less than 1%,Less than 1%,,,,,,Designing and engineering structures,Very badly,Somewhat well,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly disagree,No opinion,,,Reduced budget for tooling (new or existing),,,,,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),,,,,,,,,None of the above,,No effective way to share metadata across tools,,,,,
118184200386,11/23/2022 1:04:54 PM,11/23/2022 1:08:35 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,North America,Government or Military,101-500,2-5%,2-5%,,,Build / analyze reports & dashboards,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat disagree,Somewhat disagree,,,,Increased open headcount,,,,,No change (no current investment),Decreasing investment,No change (no current investment),No change (maintain current investment),No change (maintain current investment),No change (no current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118184197994,11/23/2022 1:03:26 PM,11/23/2022 1:05:09 PM,Yes - we use dbt Core / open source,< 1 year,Analytics Engineer,Under $50k,Africa,Consulting / Professional Services,"501-1,000",2-5%,Less than 1%,,Build / maintain data sets to ease analysis,,,,,Very badly,Somewhat well,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly disagree,Strongly disagree,Reduced headcount (open or existing),,,,,,,,No change (no current investment),Decreasing investment,Decreasing investment,Decreasing investment,Increasing investment,Decreasing investment,Decreasing investment,Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,,,,
118184197761,11/23/2022 12:59:16 PM,11/23/2022 1:04:47 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Financial Services,"501-1,000",6-10%,11-20%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat well,Very well,Very well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Not sure,,Somewhat agree,Somewhat agree,,,,,,,,Not sure,Not sure,Not sure,Increasing investment,Not sure,Increasing investment,Not sure,Increasing investment,,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118184196354,11/23/2022 1:00:50 PM,11/23/2022 1:02:49 PM,Yes - we use dbt Core / open source,1-2 years,Data Engineer,$101k to $150k,Asia & Pacific,Financial Services,"1,001 – 5,000",11-20%,11-20%,,Build / maintain data sets to ease analysis,,Build / use machine learning models,,,Somewhat well,Somewhat badly,Somewhat badly,Very badly,Very badly,Very badly,Very badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly agree,Strongly agree,,Downgraded level / salary of open headcount,,,Increased level / salary for open headcount,,,,No change (no current investment),Increasing investment,No change (maintain current investment),Decreasing investment,Decreasing investment,Decreasing investment,Increasing investment,,Input data is hard to collect in a consistent way,,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184194836,11/23/2022 12:56:07 PM,11/23/2022 1:00:44 PM,Yes - we use dbt Cloud,< 1 year,Data Analyst,Under $50k,Europe,Consulting / Professional Services,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,Build / use machine learning models,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,Downgraded level / salary of open headcount,,,,,,,Decreasing investment,Decreasing investment,Decreasing investment,Decreasing investment,Decreasing investment,Decreasing investment,Decreasing investment,,Input data is hard to collect in a consistent way,,,,,,,,,No effective way to share metadata across tools,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118184194069,11/23/2022 12:56:09 PM,11/23/2022 12:59:43 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,North America,Government or Military,"10,001",51-100%,51-100%,,,,,,manage others,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,,Somewhat disagree,Strongly disagree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),,,,Transformations are too time-consuming to build and update,,,,,,,,,,,Implementing best practices across all the different tools,
118184191914,11/23/2022 12:51:35 PM,11/23/2022 12:56:55 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,North America,Other,"1,001 – 5,000",Less than 1%,2-5%,,,,,,engineering,Very well,Very well,Very well,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,,I am not involved with a data team,Not sure,,No opinion,No opinion,,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,None of the above,,,,,,,na
118184191881,11/23/2022 12:51:32 PM,11/23/2022 12:56:50 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Manufacturing,Less than 100,6-10%,6-10%,,,,,,Supervisor for testing,Somewhat well,Somewhat well,Somewhat well,Somewhat badly,Somewhat badly,Somewhat well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"SLA metrics (e.g. data uptime, throughput)",,No opinion,Somewhat agree,,,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,Transformations are too time-consuming to build and update,,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,Implementing best practices across all the different tools,
